IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,198,9.52
131.186.59.94,2053,2053,true,NRT,Asia Pacific,Tokyo,106,9.51
140.238.35.78,80,80,false,NRT,Asia Pacific,Tokyo,81,9.51
140.238.35.138,2083,2083,true,NRT,Asia Pacific,Tokyo,227,9.50
138.2.12.32,2053,2053,true,NRT,Asia Pacific,Tokyo,75,9.50
168.138.208.164,2096,2096,true,NRT,Asia Pacific,Tokyo,170,9.48
140.238.60.177,8880,8880,false,NRT,Asia Pacific,Tokyo,126,9.47
132.145.115.17,2082,2082,false,NRT,Asia Pacific,Tokyo,86,9.45
131.186.60.162,2082,2082,false,NRT,Asia Pacific,Tokyo,86,9.44
141.147.178.115,2082,2082,false,NRT,Asia Pacific,Tokyo,76,9.44
168.138.212.184,8080,8080,false,NRT,Asia Pacific,Tokyo,130,9.44
140.238.34.208,8880,8880,false,NRT,Asia Pacific,Tokyo,144,9.43
143.47.225.121,443,443,true,FRA,Europe,Frankfurt,190,9.43
150.230.105.179,8443,8443,true,NRT,Asia Pacific,Tokyo,88,9.43
141.147.181.148,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.43
141.147.179.64,2087,2087,true,NRT,Asia Pacific,Tokyo,86,9.43
141.147.168.159,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.43
141.147.116.223,443,443,true,FRA,Europe,Frankfurt,160,9.43
130.162.244.61,443,443,true,FRA,Europe,Frankfurt,183,9.43
84.235.172.249,443,443,true,FRA,Europe,Frankfurt,171,9.42
140.238.32.238,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.42
131.186.63.127,2095,2095,false,NRT,Asia Pacific,Tokyo,84,9.42
152.70.59.187,443,443,true,FRA,Europe,Frankfurt,196,9.42
131.186.37.191,2096,2096,true,NRT,Asia Pacific,Tokyo,168,9.41
168.138.211.217,80,80,false,NRT,Asia Pacific,Tokyo,86,9.41
138.2.21.31,2086,2086,false,NRT,Asia Pacific,Tokyo,125,9.41
150.230.216.34,8080,8080,false,NRT,Asia Pacific,Tokyo,89,9.40
193.123.39.206,443,443,true,FRA,Europe,Frankfurt,224,9.40
158.180.16.235,443,443,true,FRA,Europe,Frankfurt,188,9.40
131.186.34.11,2053,2053,true,NRT,Asia Pacific,Tokyo,90,9.40
132.145.121.175,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.40
150.230.216.117,8443,8443,true,NRT,Asia Pacific,Tokyo,132,9.39
138.3.217.39,8080,8080,false,NRT,Asia Pacific,Tokyo,84,9.39
152.70.99.187,2087,2087,true,NRT,Asia Pacific,Tokyo,112,9.39
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,169,9.37
140.238.39.33,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.37
131.186.37.191,2086,2086,false,NRT,Asia Pacific,Tokyo,128,9.36
150.230.220.232,2052,2052,false,NRT,Asia Pacific,Tokyo,143,9.35
140.238.60.177,2086,2086,false,NRT,Asia Pacific,Tokyo,76,9.35
143.47.229.57,443,443,true,FRA,Europe,Frankfurt,176,9.34
141.147.186.210,2096,2096,true,NRT,Asia Pacific,Tokyo,142,9.34
140.238.50.32,80,80,false,NRT,Asia Pacific,Tokyo,88,9.34
152.70.104.69,2083,2083,true,NRT,Asia Pacific,Tokyo,156,9.34
150.230.222.185,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.33
150.230.99.173,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.33
138.2.9.66,2096,2096,true,NRT,Asia Pacific,Tokyo,80,9.33
89.168.65.169,443,443,true,FRA,Europe,Frankfurt,169,9.32
141.147.183.96,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.32
140.238.41.253,2095,2095,false,NRT,Asia Pacific,Tokyo,128,9.32
140.238.40.136,2086,2086,false,NRT,Asia Pacific,Tokyo,130,9.31
158.180.29.181,443,443,true,FRA,Europe,Frankfurt,191,9.30
141.147.64.55,443,443,true,FRA,Europe,Frankfurt,178,9.29
168.138.212.74,2053,2053,true,NRT,Asia Pacific,Tokyo,108,9.29
131.186.43.107,2095,2095,false,NRT,Asia Pacific,Tokyo,137,9.28
141.148.228.5,443,443,true,FRA,Europe,Frankfurt,176,9.28
131.186.47.255,2053,2053,true,NRT,Asia Pacific,Tokyo,137,9.28
152.70.60.24,443,443,true,FRA,Europe,Frankfurt,183,9.28
152.70.98.174,2083,2083,true,NRT,Asia Pacific,Tokyo,77,9.27
143.47.249.116,443,443,true,FRA,Europe,Frankfurt,198,9.27
158.180.60.60,443,443,true,FRA,Europe,Frankfurt,253,9.26
141.147.164.54,8443,8443,true,NRT,Asia Pacific,Tokyo,140,9.26
141.147.168.13,2052,2052,false,NRT,Asia Pacific,Tokyo,81,9.26
141.144.196.252,443,443,true,FRA,Europe,Frankfurt,169,9.26
138.2.12.32,2083,2083,true,NRT,Asia Pacific,Tokyo,89,9.25
168.138.200.155,8443,8443,true,NRT,Asia Pacific,Tokyo,162,9.25
138.3.214.43,2053,2053,true,NRT,Asia Pacific,Tokyo,87,9.24
144.21.37.38,443,443,true,FRA,Europe,Frankfurt,172,9.24
168.138.196.237,2087,2087,true,NRT,Asia Pacific,Tokyo,160,9.24
168.138.214.62,2095,2095,false,NRT,Asia Pacific,Tokyo,85,9.23
141.147.191.132,8880,8880,false,NRT,Asia Pacific,Tokyo,142,9.23
152.70.98.174,8080,8080,false,NRT,Asia Pacific,Tokyo,77,9.23
141.144.201.205,443,443,true,FRA,Europe,Frankfurt,261,9.23
141.147.162.204,2087,2087,true,NRT,Asia Pacific,Tokyo,80,9.23
150.230.220.232,80,80,false,NRT,Asia Pacific,Tokyo,84,9.21
138.3.222.204,2082,2082,false,NRT,Asia Pacific,Tokyo,87,9.21
131.186.38.135,2086,2086,false,NRT,Asia Pacific,Tokyo,131,9.21
140.238.33.94,2096,2096,true,NRT,Asia Pacific,Tokyo,108,9.20
150.230.208.113,2087,2087,true,NRT,Asia Pacific,Tokyo,83,9.20
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,88,9.19
193.123.59.65,443,443,true,FRA,Europe,Frankfurt,173,9.19
132.145.114.14,2096,2096,true,NRT,Asia Pacific,Tokyo,128,9.18
168.138.217.146,2082,2082,false,NRT,Asia Pacific,Tokyo,131,9.17
140.238.62.12,2053,2053,true,NRT,Asia Pacific,Tokyo,93,9.17
150.230.101.13,2095,2095,false,NRT,Asia Pacific,Tokyo,85,9.17
143.47.191.129,443,443,true,FRA,Europe,Frankfurt,171,9.16
141.147.169.195,80,80,false,NRT,Asia Pacific,Tokyo,77,9.16
141.147.93.41,443,443,true,FRA,Europe,Frankfurt,292,9.14
138.2.19.122,2083,2083,true,NRT,Asia Pacific,Tokyo,83,9.13
132.145.120.197,2083,2083,true,NRT,Asia Pacific,Tokyo,130,9.13
131.186.46.75,8443,8443,true,NRT,Asia Pacific,Tokyo,202,9.13
132.145.115.17,2096,2096,true,NRT,Asia Pacific,Tokyo,96,9.12
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,80,9.12
138.3.220.4,2052,2052,false,NRT,Asia Pacific,Tokyo,83,9.10
168.138.195.31,2082,2082,false,NRT,Asia Pacific,Tokyo,125,9.10
150.230.204.117,2086,2086,false,NRT,Asia Pacific,Tokyo,131,9.10
150.230.99.173,80,80,false,NRT,Asia Pacific,Tokyo,123,9.08
150.230.101.13,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.08
138.2.179.31,443,443,true,FRA,Europe,Frankfurt,189,9.08
138.2.12.32,2095,2095,false,NRT,Asia Pacific,Tokyo,90,9.08
138.2.13.200,8880,8880,false,NRT,Asia Pacific,Tokyo,136,9.07
168.138.206.109,8443,8443,true,NRT,Asia Pacific,Tokyo,111,9.07
131.186.38.135,2083,2083,true,NRT,Asia Pacific,Tokyo,196,9.07
168.138.213.210,2052,2052,false,NRT,Asia Pacific,Tokyo,84,9.07
130.61.70.148,443,443,true,FRA,Europe,Frankfurt,169,9.06
132.145.122.95,8443,8443,true,NRT,Asia Pacific,Tokyo,175,9.06
150.230.208.113,2053,2053,true,NRT,Asia Pacific,Tokyo,89,9.06
152.70.51.176,443,443,true,FRA,Europe,Frankfurt,201,9.04
140.238.50.99,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.04
144.21.63.191,443,443,true,FRA,Europe,Frankfurt,200,9.03
138.2.13.200,2086,2086,false,NRT,Asia Pacific,Tokyo,137,9.03
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,133,9.03
132.145.122.95,2086,2086,false,NRT,Asia Pacific,Tokyo,97,9.01
140.238.51.89,8080,8080,false,NRT,Asia Pacific,Tokyo,141,9.00
140.238.50.32,8443,8443,true,NRT,Asia Pacific,Tokyo,148,9.00
140.238.54.164,8443,8443,true,NRT,Asia Pacific,Tokyo,110,9.00
168.138.208.164,2052,2052,false,NRT,Asia Pacific,Tokyo,138,8.99
168.138.211.217,2086,2086,false,NRT,Asia Pacific,Tokyo,91,8.99
138.2.167.142,443,443,true,FRA,Europe,Frankfurt,194,8.99
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,166,8.99
141.147.183.96,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.98
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,151,8.98
138.2.24.114,2083,2083,true,NRT,Asia Pacific,Tokyo,76,8.97
150.230.99.173,2086,2086,false,NRT,Asia Pacific,Tokyo,128,8.97
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,129,8.97
138.3.216.67,2052,2052,false,NRT,Asia Pacific,Tokyo,86,8.97
141.144.201.223,443,443,true,FRA,Europe,Frankfurt,184,8.97
150.230.104.197,2082,2082,false,NRT,Asia Pacific,Tokyo,81,8.96
140.238.39.33,2052,2052,false,NRT,Asia Pacific,Tokyo,142,8.96
150.230.107.197,2053,2053,true,NRT,Asia Pacific,Tokyo,80,8.95
150.230.221.114,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.94
140.238.50.99,2082,2082,false,NRT,Asia Pacific,Tokyo,80,8.94
168.138.209.244,2086,2086,false,NRT,Asia Pacific,Tokyo,144,8.93
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,77,8.93
138.2.7.72,80,80,false,NRT,Asia Pacific,Tokyo,77,8.91
150.230.108.135,2082,2082,false,NRT,Asia Pacific,Tokyo,77,8.90
168.138.200.155,2095,2095,false,NRT,Asia Pacific,Tokyo,131,8.89
138.3.220.4,2053,2053,true,NRT,Asia Pacific,Tokyo,77,8.89
140.238.32.238,8443,8443,true,NRT,Asia Pacific,Tokyo,108,8.88
140.238.60.71,8880,8880,false,NRT,Asia Pacific,Tokyo,126,8.86
168.138.206.109,2087,2087,true,NRT,Asia Pacific,Tokyo,139,8.86
138.3.212.162,2095,2095,false,NRT,Asia Pacific,Tokyo,133,8.86
138.2.21.31,8443,8443,true,NRT,Asia Pacific,Tokyo,76,8.85
131.186.34.244,8080,8080,false,NRT,Asia Pacific,Tokyo,102,8.85
140.238.36.216,8880,8880,false,NRT,Asia Pacific,Tokyo,87,8.83
141.147.182.70,8080,8080,false,NRT,Asia Pacific,Tokyo,84,8.83
131.186.59.94,2082,2082,false,NRT,Asia Pacific,Tokyo,99,8.83
150.230.109.252,8880,8880,false,NRT,Asia Pacific,Tokyo,141,8.83
150.230.208.83,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.82
152.70.106.195,8880,8880,false,NRT,Asia Pacific,Tokyo,80,8.82
150.230.105.228,2095,2095,false,HKG,Asia Pacific,Hong Kong,131,8.82
138.2.15.8,8080,8080,false,NRT,Asia Pacific,Tokyo,129,8.82
168.138.215.188,2082,2082,false,NRT,Asia Pacific,Tokyo,139,8.82
132.145.114.4,2083,2083,true,NRT,Asia Pacific,Tokyo,138,8.82
140.238.39.21,2096,2096,true,NRT,Asia Pacific,Tokyo,95,8.81
140.238.54.164,2096,2096,true,NRT,Asia Pacific,Tokyo,156,8.80
150.230.213.95,2086,2086,false,NRT,Asia Pacific,Tokyo,85,8.80
158.180.14.179,443,443,true,FRA,Europe,Frankfurt,190,8.80
150.230.99.173,8443,8443,true,NRT,Asia Pacific,Tokyo,134,8.80
131.186.46.75,2082,2082,false,NRT,Asia Pacific,Tokyo,86,8.80
140.238.33.94,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.79
150.230.207.53,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.79
168.138.212.175,2053,2053,true,NRT,Asia Pacific,Tokyo,213,8.79
143.47.230.30,443,443,true,FRA,Europe,Frankfurt,190,8.77
168.138.197.222,2086,2086,false,NRT,Asia Pacific,Tokyo,132,8.77
131.186.45.88,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.77
141.147.175.230,2086,2086,false,NRT,Asia Pacific,Tokyo,75,8.77
140.238.51.89,8443,8443,true,NRT,Asia Pacific,Tokyo,230,8.77
138.2.12.32,80,80,false,NRT,Asia Pacific,Tokyo,124,8.77
138.3.217.39,80,80,false,NRT,Asia Pacific,Tokyo,83,8.77
131.186.47.223,2086,2086,false,NRT,Asia Pacific,Tokyo,89,8.75
152.70.106.13,2096,2096,true,NRT,Asia Pacific,Tokyo,105,8.74
141.147.174.7,2086,2086,false,NRT,Asia Pacific,Tokyo,127,8.74
168.138.212.175,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.73
150.230.104.197,80,80,false,NRT,Asia Pacific,Tokyo,142,8.73
132.145.113.148,2095,2095,false,NRT,Asia Pacific,Tokyo,80,8.72
138.3.220.4,8443,8443,true,NRT,Asia Pacific,Tokyo,96,8.72
131.186.34.244,2086,2086,false,NRT,Asia Pacific,Tokyo,134,8.72
150.230.109.138,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.72
132.145.120.182,2087,2087,true,NRT,Asia Pacific,Tokyo,118,8.71
138.2.172.19,443,443,true,FRA,Europe,Frankfurt,166,8.71
140.238.54.164,2082,2082,false,NRT,Asia Pacific,Tokyo,133,8.70
140.238.34.208,2052,2052,false,NRT,Asia Pacific,Tokyo,135,8.68
131.186.37.49,2086,2086,false,NRT,Asia Pacific,Tokyo,82,8.67
168.138.207.64,8443,8443,true,NRT,Asia Pacific,Tokyo,134,8.67
141.147.178.202,2053,2053,true,NRT,Asia Pacific,Tokyo,85,8.67
168.138.212.40,2096,2096,true,NRT,Asia Pacific,Tokyo,140,8.66
140.238.41.253,2087,2087,true,NRT,Asia Pacific,Tokyo,161,8.66
138.2.172.29,443,443,true,FRA,Europe,Frankfurt,183,8.65
131.186.63.35,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.65
140.238.35.195,8443,8443,true,NRT,Asia Pacific,Tokyo,89,8.64
140.238.39.21,2087,2087,true,NRT,Asia Pacific,Tokyo,137,8.63
132.145.114.4,2086,2086,false,NRT,Asia Pacific,Tokyo,92,8.61
138.3.223.50,2086,2086,false,NRT,Asia Pacific,Tokyo,129,8.61
141.147.175.230,2052,2052,false,NRT,Asia Pacific,Tokyo,146,8.60
140.238.34.208,2096,2096,true,NRT,Asia Pacific,Tokyo,93,8.59
140.238.33.165,2083,2083,true,NRT,Asia Pacific,Tokyo,100,8.59
140.238.60.177,8443,8443,true,NRT,Asia Pacific,Tokyo,136,8.59
139.185.41.233,443,443,true,CDG,Europe,Paris,128,8.59
141.147.175.230,2095,2095,false,NRT,Asia Pacific,Tokyo,83,8.58
150.230.208.83,2082,2082,false,NRT,Asia Pacific,Tokyo,77,8.56
131.186.63.184,2053,2053,true,NRT,Asia Pacific,Tokyo,125,8.56
168.138.212.74,2095,2095,false,NRT,Asia Pacific,Tokyo,77,8.55
140.238.54.164,80,80,false,NRT,Asia Pacific,Tokyo,132,8.55
141.144.196.213,443,443,true,FRA,Europe,Frankfurt,181,8.54
140.238.54.182,8443,8443,true,NRT,Asia Pacific,Tokyo,201,8.53
168.138.208.17,2053,2053,true,NRT,Asia Pacific,Tokyo,162,8.52
168.138.194.121,80,80,false,NRT,Asia Pacific,Tokyo,134,8.51
140.238.39.21,2095,2095,false,NRT,Asia Pacific,Tokyo,135,8.51
193.123.36.54,443,443,true,FRA,Europe,Frankfurt,186,8.51
152.70.106.195,2082,2082,false,NRT,Asia Pacific,Tokyo,136,8.51
193.122.5.255,443,443,true,FRA,Europe,Frankfurt,168,8.51
141.147.178.115,2096,2096,true,NRT,Asia Pacific,Tokyo,147,8.50
138.2.20.230,8443,8443,true,NRT,Asia Pacific,Tokyo,157,8.50
140.238.54.166,2083,2083,true,NRT,Asia Pacific,Tokyo,108,8.50
168.138.200.155,2053,2053,true,NRT,Asia Pacific,Tokyo,131,8.49
140.238.52.141,8080,8080,false,NRT,Asia Pacific,Tokyo,128,8.48
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,95,8.48
168.138.209.244,2052,2052,false,NRT,Asia Pacific,Tokyo,127,8.48
141.147.110.162,443,443,true,FRA,Europe,Frankfurt,195,8.47
141.147.183.96,2053,2053,true,NRT,Asia Pacific,Tokyo,128,8.47
140.238.59.255,80,80,false,NRT,Asia Pacific,Tokyo,139,8.47
140.238.39.33,2087,2087,true,NRT,Asia Pacific,Tokyo,114,8.47
150.230.221.114,80,80,false,NRT,Asia Pacific,Tokyo,85,8.47
141.147.164.153,80,80,false,NRT,Asia Pacific,Tokyo,135,8.47
138.2.18.11,2083,2083,true,NRT,Asia Pacific,Tokyo,126,8.47
140.238.52.141,2083,2083,true,NRT,Asia Pacific,Tokyo,122,8.47
150.230.114.238,443,443,true,FRA,Europe,Frankfurt,174,8.46
150.230.220.232,2053,2053,true,NRT,Asia Pacific,Tokyo,97,8.46
132.145.112.247,8880,8880,false,NRT,Asia Pacific,Tokyo,91,8.46
138.2.29.250,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.45
140.238.60.177,2053,2053,true,NRT,Asia Pacific,Tokyo,120,8.45
132.145.121.34,2052,2052,false,NRT,Asia Pacific,Tokyo,79,8.45
168.138.195.31,2052,2052,false,NRT,Asia Pacific,Tokyo,96,8.44
131.186.34.244,2053,2053,true,NRT,Asia Pacific,Tokyo,117,8.44
150.230.101.125,2053,2053,true,NRT,Asia Pacific,Tokyo,93,8.44
150.230.219.83,2096,2096,true,NRT,Asia Pacific,Tokyo,93,8.43
168.138.205.195,2083,2083,true,NRT,Asia Pacific,Tokyo,197,8.42
140.238.44.118,2053,2053,true,NRT,Asia Pacific,Tokyo,196,8.41
138.3.222.204,8080,8080,false,NRT,Asia Pacific,Tokyo,81,8.41
138.3.223.70,80,80,false,NRT,Asia Pacific,Tokyo,87,8.40
141.147.160.86,80,80,false,NRT,Asia Pacific,Tokyo,77,8.40
168.138.194.121,2086,2086,false,NRT,Asia Pacific,Tokyo,129,8.39
141.147.164.153,2086,2086,false,NRT,Asia Pacific,Tokyo,89,8.39
141.144.192.177,443,443,true,FRA,Europe,Frankfurt,186,8.39
131.186.35.189,80,80,false,NRT,Asia Pacific,Tokyo,132,8.38
131.186.41.82,8080,8080,false,NRT,Asia Pacific,Tokyo,129,8.37
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,81,8.36
168.138.211.217,2096,2096,true,NRT,Asia Pacific,Tokyo,160,8.35
141.147.174.7,2095,2095,false,NRT,Asia Pacific,Tokyo,76,8.35
150.230.208.113,8443,8443,true,NRT,Asia Pacific,Tokyo,116,8.35
138.3.223.50,2096,2096,true,NRT,Asia Pacific,Tokyo,137,8.34
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.33
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,78,8.32
168.138.215.188,80,80,false,NRT,Asia Pacific,Tokyo,80,8.32
158.101.193.144,443,443,true,FRA,Europe,Frankfurt,187,8.32
168.138.212.184,2096,2096,true,NRT,Asia Pacific,Tokyo,197,8.32
131.186.46.75,2095,2095,false,NRT,Asia Pacific,Tokyo,79,8.31
140.238.51.184,2087,2087,true,NRT,Asia Pacific,Tokyo,117,8.31
150.230.109.252,2052,2052,false,NRT,Asia Pacific,Tokyo,129,8.31
132.145.115.17,2053,2053,true,NRT,Asia Pacific,Tokyo,89,8.31
138.3.210.114,8443,8443,true,NRT,Asia Pacific,Tokyo,77,8.31
131.186.37.69,2083,2083,true,NRT,Asia Pacific,Tokyo,100,8.30
150.230.207.53,80,80,false,NRT,Asia Pacific,Tokyo,84,8.29
140.238.35.195,2087,2087,true,NRT,Asia Pacific,Tokyo,94,8.28
140.238.33.94,8443,8443,true,NRT,Asia Pacific,Tokyo,94,8.27
132.226.133.161,443,443,true,FRA,Europe,Frankfurt,182,8.27
141.147.169.195,2083,2083,true,NRT,Asia Pacific,Tokyo,88,8.27
132.145.117.216,8080,8080,false,NRT,Asia Pacific,Tokyo,91,8.27
141.147.108.255,443,443,true,FRA,Europe,Frankfurt,224,8.26
138.3.223.50,2087,2087,true,NRT,Asia Pacific,Tokyo,78,8.25
168.138.217.146,2095,2095,false,NRT,Asia Pacific,Tokyo,77,8.25
141.147.191.132,8443,8443,true,NRT,Asia Pacific,Tokyo,76,8.25
141.144.194.104,443,443,true,FRA,Europe,Frankfurt,173,8.24
168.138.215.188,2083,2083,true,NRT,Asia Pacific,Tokyo,223,8.24
130.162.251.105,443,443,true,FRA,Europe,Frankfurt,180,8.24
168.138.194.121,2087,2087,true,NRT,Asia Pacific,Tokyo,161,8.24
138.2.9.66,2082,2082,false,NRT,Asia Pacific,Tokyo,81,8.23
168.138.197.222,8080,8080,false,NRT,Asia Pacific,Tokyo,84,8.22
150.230.222.185,2083,2083,true,NRT,Asia Pacific,Tokyo,82,8.20
168.138.209.84,2053,2053,true,NRT,Asia Pacific,Tokyo,192,8.19
168.138.208.164,8880,8880,false,NRT,Asia Pacific,Tokyo,81,8.19
150.230.104.197,2053,2053,true,NRT,Asia Pacific,Tokyo,128,8.18
138.3.212.144,2082,2082,false,NRT,Asia Pacific,Tokyo,83,8.17
143.47.247.67,443,443,true,FRA,Europe,Frankfurt,207,8.16
168.138.209.244,8443,8443,true,NRT,Asia Pacific,Tokyo,95,8.15
149.130.218.26,80,80,false,ORD,North America,Chicago,226,8.15
132.145.115.17,80,80,false,NRT,Asia Pacific,Tokyo,87,8.15
138.2.11.179,80,80,false,NRT,Asia Pacific,Tokyo,83,8.14
141.147.162.204,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.13
141.147.178.202,2052,2052,false,NRT,Asia Pacific,Tokyo,89,8.13
140.83.53.190,443,443,true,KIX,Asia Pacific,Osaka,81,8.13
168.138.200.155,2086,2086,false,NRT,Asia Pacific,Tokyo,92,8.12
138.2.6.15,2053,2053,true,NRT,Asia Pacific,Tokyo,77,8.11
141.147.186.210,2086,2086,false,NRT,Asia Pacific,Tokyo,81,8.10
138.2.25.122,8080,8080,false,NRT,Asia Pacific,Tokyo,84,8.09
138.3.220.4,8080,8080,false,NRT,Asia Pacific,Tokyo,133,8.08
138.3.214.43,2086,2086,false,NRT,Asia Pacific,Tokyo,76,8.07
141.147.181.148,80,80,false,NRT,Asia Pacific,Tokyo,87,8.07
131.186.59.94,80,80,false,NRT,Asia Pacific,Tokyo,85,8.07
193.123.81.105,443,443,true,CDG,Europe,Paris,171,8.07
168.138.202.145,2087,2087,true,NRT,Asia Pacific,Tokyo,178,8.06
140.238.39.87,2053,2053,true,NRT,Asia Pacific,Tokyo,92,8.05
141.147.68.67,443,443,true,FRA,Europe,Frankfurt,178,8.05
131.186.46.75,2096,2096,true,NRT,Asia Pacific,Tokyo,177,8.04
168.138.209.84,2083,2083,true,NRT,Asia Pacific,Tokyo,161,8.03
168.138.200.159,2082,2082,false,NRT,Asia Pacific,Tokyo,134,8.02
138.2.14.164,2086,2086,false,NRT,Asia Pacific,Tokyo,139,8.02
138.2.19.122,8880,8880,false,NRT,Asia Pacific,Tokyo,79,8.02
150.230.98.39,2086,2086,false,NRT,Asia Pacific,Tokyo,97,8.01
138.2.14.248,8080,8080,false,HKG,Asia Pacific,Hong Kong,132,8.01
138.2.11.179,8880,8880,false,NRT,Asia Pacific,Tokyo,88,8.01
150.230.213.95,8880,8880,false,NRT,Asia Pacific,Tokyo,83,8.00
131.186.34.11,2095,2095,false,NRT,Asia Pacific,Tokyo,83,8.00
168.138.211.131,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.99
168.138.206.236,2087,2087,true,NRT,Asia Pacific,Tokyo,171,7.98
168.138.212.175,80,80,false,NRT,Asia Pacific,Tokyo,75,7.98
152.70.103.145,80,80,false,NRT,Asia Pacific,Tokyo,91,7.98
138.2.20.230,2086,2086,false,NRT,Asia Pacific,Tokyo,137,7.98
140.238.39.21,2053,2053,true,NRT,Asia Pacific,Tokyo,172,7.98
152.70.106.185,2053,2053,true,NRT,Asia Pacific,Tokyo,108,7.98
140.238.46.138,2096,2096,true,NRT,Asia Pacific,Tokyo,140,7.98
132.145.113.148,8080,8080,false,NRT,Asia Pacific,Tokyo,127,7.97
84.235.161.18,443,443,true,FRA,Europe,Frankfurt,195,7.96
150.230.208.83,8880,8880,false,NRT,Asia Pacific,Tokyo,130,7.96
138.2.13.200,2087,2087,true,NRT,Asia Pacific,Tokyo,98,7.94
150.230.216.117,8080,8080,false,NRT,Asia Pacific,Tokyo,139,7.93
168.138.200.159,2082,0,false,NRT,Asia Pacific,Tokyo,131,7.93
150.230.216.34,2083,2083,true,NRT,Asia Pacific,Tokyo,134,7.92
138.2.12.32,2082,2082,false,NRT,Asia Pacific,Tokyo,122,7.92
150.230.105.228,8080,8080,false,HKG,Asia Pacific,Hong Kong,134,7.92
131.186.41.82,2095,2095,false,NRT,Asia Pacific,Tokyo,132,7.90
150.230.123.110,443,443,true,FRA,Europe,Frankfurt,195,7.89
168.138.198.53,2052,2052,false,NRT,Asia Pacific,Tokyo,79,7.89
150.230.221.219,2052,2052,false,NRT,Asia Pacific,Tokyo,134,7.87
152.70.106.13,2082,2082,false,NRT,Asia Pacific,Tokyo,79,7.86
168.138.194.121,8880,8880,false,NRT,Asia Pacific,Tokyo,130,7.86
131.186.43.107,2082,2082,false,NRT,Asia Pacific,Tokyo,126,7.86
152.70.103.145,8880,8880,false,NRT,Asia Pacific,Tokyo,86,7.86
132.145.121.34,8080,8080,false,NRT,Asia Pacific,Tokyo,127,7.86
140.238.54.164,2086,2086,false,NRT,Asia Pacific,Tokyo,133,7.85
141.147.178.115,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.85
132.145.121.247,2096,2096,true,NRT,Asia Pacific,Tokyo,106,7.85
138.2.19.122,2082,2082,false,NRT,Asia Pacific,Tokyo,99,7.84
141.147.166.189,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.84
168.138.206.109,80,80,false,NRT,Asia Pacific,Tokyo,134,7.84
140.238.41.167,8880,8880,false,NRT,Asia Pacific,Tokyo,141,7.84
131.186.63.184,2096,2096,true,NRT,Asia Pacific,Tokyo,215,7.83
150.230.216.117,2052,2052,false,NRT,Asia Pacific,Tokyo,82,7.83
140.238.39.33,2096,2096,true,NRT,Asia Pacific,Tokyo,209,7.82
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,136,7.82
138.3.220.4,2086,2086,false,NRT,Asia Pacific,Tokyo,123,7.81
168.138.196.237,2086,2086,false,NRT,Asia Pacific,Tokyo,139,7.80
131.186.35.189,2086,2086,false,NRT,Asia Pacific,Tokyo,75,7.80
141.147.11.171,443,443,true,FRA,Europe,Frankfurt,168,7.79
150.230.101.13,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.79
141.147.183.96,80,80,false,NRT,Asia Pacific,Tokyo,129,7.78
150.230.221.114,2083,2083,true,NRT,Asia Pacific,Tokyo,176,7.78
